,Unnamed: 0,ms_subclass,lot_frontage,lot_area,lot_shape,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,saleprice,ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,alley_Noalley,alley_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Norm,condition_2_PosA,condition_2_PosN,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,central_air_Y,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
462,462,30,50.0,11672,1.0,3.0,2.0,5,5,1925,1950,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,816.0,816.0,2.0,3.0,816,0,0,816,0.0,0.0,1,0,2,1,2.0,4,7.0,0,0.0,1925.0,0.0,1.0,210.0,1.0,1.0,0.0,168,0,112,0,0,0,0.0,0,7,2006,109000,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
463,463,120,68.0,9763,2.0,3.0,2.0,7,5,1998,1998,239.0,3.0,2.0,3.0,2.0,0.0,5.0,1102.0,4.0,72.0,328.0,1502.0,4.0,4.0,1502,0,0,1502,1.0,0.0,1,1,1,1,3.0,5,7.0,1,3.0,1998.0,2.0,1.0,286.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,9,2007,330000,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
464,464,20,56.0,9836,3.0,3.0,2.0,6,5,2008,2008,0.0,2.0,2.0,2.0,2.0,0.0,5.0,96.0,0.0,0.0,96.0,192.0,3.0,4.0,1133,0,0,1133,1.0,0.0,1,0,3,1,2.0,7,7.0,0,0.0,2008.0,0.0,1.0,308.0,2.0,2.0,2.0,0,175,0,0,0,0,0.0,0,12,2008,143000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
465,465,60,89.0,10557,2.0,3.0,2.0,9,5,1998,1998,422.0,3.0,2.0,4.0,2.0,3.0,5.0,672.0,0.0,0.0,736.0,1408.0,4.0,4.0,1671,1407,0,3078,1.0,0.0,2,1,4,1,3.0,9,7.0,1,3.0,1998.0,2.0,3.0,806.0,2.0,2.0,2.0,108,87,0,0,0,0,0.0,0,7,2007,410000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
466,466,60,70.0,8462,2.0,3.0,2.0,6,5,1994,1994,105.0,3.0,3.0,3.0,3.0,0.0,5.0,814.0,0.0,0.0,114.0,928.0,4.0,4.0,936,785,0,1721,0.0,1.0,2,1,3,1,3.0,7,7.0,0,0.0,1994.0,1.0,2.0,471.0,2.0,2.0,2.0,300,87,0,0,0,0,0.0,0,7,2007,201000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
467,467,50,60.0,10818,3.0,3.0,2.0,4,4,1910,1950,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1077.0,1077.0,2.0,3.0,981,779,0,1760,0.0,0.0,1,1,4,1,2.0,7,7.0,1,3.0,1935.0,0.0,2.0,648.0,1.0,2.0,2.0,120,0,96,0,0,0,0.0,0,2,2006,80000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
468,468,70,61.0,7259,2.0,3.0,1.0,6,8,1945,2002,0.0,2.0,2.0,2.0,2.0,0.0,4.0,774.0,1.0,150.0,104.0,1028.0,4.0,4.0,1436,884,0,2320,1.0,0.0,2,1,3,1,3.0,9,7.0,1,3.0,1945.0,0.0,1.0,180.0,2.0,2.0,2.0,224,0,0,0,0,0,3.0,0,7,2007,259500,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
469,469,60,68.0,11800,2.0,3.0,2.0,7,5,2003,2004,94.0,3.0,2.0,3.0,2.0,3.0,5.0,766.0,0.0,0.0,356.0,1122.0,4.0,4.0,1146,1340,0,2486,1.0,0.0,3,1,5,1,3.0,10,7.0,1,4.0,2003.0,2.0,2.0,452.0,2.0,2.0,2.0,143,32,0,0,0,0,0.0,0,7,2007,279900,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
470,470,20,75.0,7500,3.0,3.0,2.0,5,7,1959,1994,0.0,2.0,2.0,2.0,2.0,0.0,1.0,340.0,2.0,906.0,0.0,1246.0,4.0,4.0,1246,0,0,1246,1.0,0.0,1,1,3,1,3.0,6,7.0,0,0.0,1959.0,1.0,1.0,305.0,2.0,2.0,2.0,218,0,0,0,0,0,4.0,0,5,2010,154000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
471,471,50,68.0,159000,1.0,3.0,0.0,6,7,1958,2006,472.0,3.0,2.0,3.0,2.0,3.0,2.0,697.0,0.0,0.0,747.0,1444.0,3.0,4.0,1444,700,0,2144,0.0,1.0,2,0,4,1,3.0,7,7.0,2,3.0,1958.0,2.0,2.0,389.0,2.0,2.0,2.0,0,98,0,0,0,0,0.0,500,6,2007,277000,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
472,472,50,62.0,6488,3.0,3.0,2.0,5,5,1942,1950,0.0,2.0,2.0,2.0,2.0,0.0,1.0,230.0,0.0,0.0,569.0,799.0,4.0,3.0,799,351,0,1150,0.0,0.0,1,0,3,1,2.0,6,4.0,2,3.0,1942.0,0.0,1.0,215.0,2.0,2.0,2.0,264,0,0,0,0,0,0.0,0,3,2006,128000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
473,473,20,110.0,14230,3.0,3.0,2.0,8,5,2007,2007,640.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1566.0,1566.0,4.0,4.0,1600,0,0,1600,0.0,0.0,2,0,3,1,3.0,7,7.0,1,4.0,2007.0,1.0,3.0,890.0,2.0,2.0,2.0,0,56,0,0,0,0,0.0,0,7,2009,256300,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
474,474,50,110.0,7810,2.0,3.0,2.0,4,6,1930,2003,0.0,2.0,3.0,2.0,3.0,0.0,5.0,189.0,0.0,0.0,741.0,930.0,4.0,4.0,1230,525,0,1755,0.0,0.0,2,0,4,1,3.0,7,7.0,1,3.0,1930.0,0.0,1.0,231.0,1.0,2.0,2.0,0,40,0,0,0,0,0.0,0,11,2007,188000,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
475,475,20,85.0,14331,3.0,3.0,2.0,8,5,2002,2002,630.0,3.0,2.0,4.0,2.0,3.0,5.0,1274.0,0.0,0.0,526.0,1800.0,4.0,4.0,1800,0,0,1800,1.0,0.0,2,0,3,1,3.0,7,7.0,1,4.0,2002.0,2.0,3.0,765.0,2.0,2.0,2.0,270,78,0,0,0,0,0.0,0,5,2006,312500,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
476,476,160,30.0,3182,3.0,3.0,2.0,7,5,2004,2005,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,4.0,4.0,600,600,0,1200,0.0,0.0,2,1,2,1,3.0,4,7.0,0,0.0,2004.0,1.0,2.0,480.0,2.0,2.0,2.0,0,172,0,0,0,0,0.0,0,6,2010,151000,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
477,477,160,24.0,1920,3.0,3.0,2.0,5,5,1971,1971,376.0,2.0,2.0,2.0,2.0,0.0,4.0,471.0,0.0,0.0,294.0,765.0,4.0,4.0,765,600,0,1365,1.0,0.0,1,1,2,1,2.0,6,6.0,0,0.0,1971.0,0.0,2.0,440.0,2.0,2.0,2.0,240,36,0,0,0,0,0.0,0,8,2007,122500,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
478,478,60,68.0,10110,3.0,3.0,2.0,6,5,2003,2003,0.0,3.0,2.0,3.0,2.0,1.0,5.0,80.0,4.0,555.0,200.0,835.0,4.0,4.0,835,861,0,1696,1.0,0.0,2,1,3,1,3.0,7,7.0,0,0.0,2003.0,1.0,2.0,542.0,2.0,2.0,2.0,143,66,0,0,0,0,0.0,0,7,2008,188000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
479,479,60,91.0,10984,2.0,3.0,2.0,7,5,2005,2006,0.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,945.0,945.0,4.0,4.0,945,864,0,1809,0.0,0.0,2,1,3,1,3.0,8,7.0,0,0.0,2005.0,1.0,2.0,638.0,2.0,2.0,2.0,144,54,0,0,0,0,0.0,0,5,2006,209700,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
480,480,20,85.0,14082,2.0,3.0,2.0,8,5,2006,2006,945.0,3.0,2.0,4.0,3.0,3.0,5.0,1558.0,0.0,0.0,662.0,2220.0,4.0,4.0,2234,0,0,2234,1.0,0.0,1,1,1,1,3.0,7,7.0,1,4.0,2006.0,1.0,2.0,724.0,2.0,2.0,2.0,390,80,0,0,0,0,0.0,0,1,2007,441929,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
481,481,60,50.0,8480,2.0,3.0,2.0,6,5,1993,1994,120.0,3.0,2.0,3.0,2.0,0.0,5.0,602.0,0.0,0.0,284.0,886.0,4.0,4.0,886,794,0,1680,0.0,1.0,2,1,3,1,3.0,7,7.0,0,0.0,1993.0,1.0,2.0,474.0,2.0,2.0,2.0,144,96,0,0,0,0,0.0,0,10,2008,163000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
482,482,60,68.0,12205,2.0,3.0,2.0,6,8,1966,2007,157.0,2.0,2.0,2.0,1.0,3.0,1.0,568.0,0.0,0.0,264.0,832.0,3.0,4.0,976,1111,0,2087,0.0,0.0,2,1,5,1,3.0,9,7.0,0,0.0,1966.0,2.0,2.0,444.0,2.0,2.0,2.0,133,168,0,0,0,0,0.0,0,7,2007,187500,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
483,483,20,90.0,15750,3.0,3.0,2.0,8,5,1999,2000,260.0,3.0,2.0,3.0,2.0,3.0,5.0,1246.0,0.0,0.0,216.0,1462.0,4.0,4.0,1513,0,0,1513,1.0,0.0,2,0,2,1,3.0,5,7.0,1,3.0,1999.0,2.0,2.0,521.0,2.0,2.0,2.0,135,34,0,0,0,0,0.0,0,6,2009,220000,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
484,484,20,70.0,8050,3.0,3.0,2.0,5,6,1967,1993,0.0,2.0,2.0,2.0,2.0,0.0,4.0,474.0,3.0,38.0,437.0,949.0,2.0,4.0,1107,0,0,1107,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1967.0,1.0,1.0,308.0,2.0,2.0,2.0,88,64,0,0,0,0,0.0,0,3,2007,127000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
485,485,20,60.0,7200,3.0,3.0,2.0,5,7,1955,2007,0.0,2.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,827,0,0,827,0.0,0.0,1,0,2,1,2.0,5,4.0,1,1.0,1967.0,0.0,1.0,392.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,4,2010,107500,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
486,486,75,35.0,6300,3.0,3.0,2.0,6,6,1914,2001,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,742.0,742.0,4.0,4.0,742,742,0,1484,0.0,0.0,2,0,3,1,2.0,9,7.0,1,4.0,1980.0,0.0,0.0,0.0,2.0,2.0,2.0,0,291,134,0,0,0,0.0,0,6,2008,128000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
487,487,30,30.0,5232,0.0,3.0,2.0,5,5,1925,2004,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,680.0,680.0,3.0,1.0,764,0,0,764,0.0,0.0,1,0,2,1,2.0,4,7.0,0,0.0,1965.0,0.0,2.0,504.0,2.0,2.0,0.0,0,0,0,0,0,0,0.0,0,6,2008,73000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
488,488,20,72.0,11846,2.0,3.0,2.0,9,5,2003,2004,562.0,3.0,2.0,4.0,2.0,3.0,5.0,1567.0,0.0,0.0,225.0,1792.0,4.0,4.0,1792,0,0,1792,1.0,0.0,2,0,2,1,4.0,6,7.0,1,4.0,2003.0,2.0,3.0,874.0,2.0,2.0,2.0,206,49,0,0,0,0,0.0,0,8,2006,374000,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
489,489,60,130.0,16900,3.0,3.0,2.0,8,5,2001,2002,1110.0,3.0,2.0,4.0,2.0,1.0,5.0,1075.0,0.0,0.0,404.0,1479.0,4.0,4.0,1515,1134,0,2649,1.0,0.0,2,1,4,1,3.0,10,7.0,1,3.0,2001.0,2.0,3.0,746.0,2.0,2.0,2.0,0,60,0,0,0,0,0.0,0,1,2008,421250,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
